Time Step,Label Index,Name (NA),Dist_2-rKRT-by-DSM (nm),Dist_1-rKRT-by-DSM (nm),Dist_0-rKRT-by-DSM (nm),Dist_0-rKRT-by-face (nm),Dist_1-rKRT-by-face (nm),Voxel count,Volume (nm³),Min Feret Diameter (nm),Mean Feret Diameter (nm),Max Feret Diameter (nm),Surface Area (Lindblad 2005) (nm²)
0,1,,665.7086260020151,1903.6974663322326,1207.165269079269,1207.165269079269,665.7086260020151,1.0,64.00000000000001,3.9999576983973384,5.895479234891464,6.9280474970431385,81.408
0,2,,768.3020157855935,797.7067184583575,349.8799969747779,349.8799969747779,768.3020157855935,1.0,64.00000000000001,3.9999576983973384,5.895479234891464,6.9280474970431385,81.408
0,3,,1200.4533118670224,1325.2803228169796,661.8519705625658,661.8519705625658,1200.4533118670224,1.0,64.00000000000001,3.9999576983973384,5.895479234891464,6.9280474970431385,81.408
0,4,,6633.739303651964,7484.155048587127,7905.614438641351,7505.871963076061,6633.739303651964,1.0,64.00000000000001,3.9999576983973384,5.895603636423564,6.928178543282282,81.408
0,5,,6683.237643301254,7517.182439187309,7948.7645052722655,7539.024863945087,6683.237643301254,1.0,64.00000000000001,3.9999576983973384,5.89556044468718,6.928112680486154,81.408
0,6,,1196.6219517489662,1332.444412582845,663.1078690588765,663.1078690588765,1196.6219517489662,1.0,64.00000000000001,3.9999576983973384,5.895479234891464,6.9280474970431385,81.408
0,7,,7650.683983229101,8136.976248351857,8770.21284395596,8159.334356605541,7650.683983229101,1.0,64.00000000000001,3.9999576983973384,5.895541435657491,6.92811302016271,81.408
0,8,,1332.2702443474554,4449.059360922547,4028.2302506966516,4028.2302506966516,1332.2702443474554,1.0,64.00000000000001,3.9999576983973384,5.895495419830596,6.928072195591685,81.408
0,9,,6818.067959102336,7153.441401896998,8164.385690179188,7171.23793947394,6818.067959102336,1.0,64.00000000000001,3.9999576983973384,5.895522426627839,6.928113359839267,81.408
0,10,,805.7692184593179,1636.3129589080927,739.4809244942735,739.4809244942735,805.7692184593179,1.0,64.00000000000001,3.9999576983973384,5.895641654482932,6.92817786392917,81.408
0,11,,7054.935394990025,7195.501893875189,8571.999387640972,7216.314770630561,7054.935394990025,1.0,64.00000000000001,3.9999576983973384,5.895479234891464,6.9280474970431385,81.408
0,12,,301.8343761596043,4717.01105198008,2469.918172209873,2469.918172209873,301.8343761596043,1.0,64.00000000000001,3.9999576983973384,5.895479234891464,6.9280474970431385,81.408
0,13,,757.3532911919756,789.8050284893543,354.9647829004243,354.9647829004243,757.3532911919756,1.0,64.00000000000001,3.9999576983973384,5.895479234891464,6.9280474970431385,81.408
0,14,,626.3672958084499,2266.253432026133,1535.7916254288284,1535.7916254288284,626.3672958084499,1.0,64.00000000000001,3.9999576983973384,5.895479234891464,6.9280474970431385,81.408
0,15,,6073.576969356509,6099.666734371567,6940.622370166238,6123.10668657301,6073.576969356509,1.0,64.00000000000001,3.9999576983973384,5.895479234891464,6.9280474970431385,81.408
0,16,,8561.363756598439,8488.317689625546,9447.890988667496,8511.734449712094,8488.317689625546,1.0,64.00000000000001,4.000000330961484,5.895881315392065,6.928631689682221,81.408
0,17,,486.42368710716255,1827.3345858688117,1868.1841993384296,1835.9955902269576,486.42368710716255,1.0,64.00000000000001,3.9999576983973384,5.895641654482932,6.92817786392917,81.408
0,18,,8224.686098401435,8561.781214666553,9286.767635785509,8584.56132846186,8224.686098401435,1.0,64.00000000000001,3.9999576983973384,5.895495431792586,6.928072195591685,81.408
0,19,,146.8604722276723,3079.9817523075035,2789.812697301386,2789.812697301386,146.8604722276723,1.0,64.00000000000001,3.9999576983973384,5.895479234891464,6.9280474970431385,81.408
0,20,,29.393875777827816,1304.975057792035,911.4384624808736,911.4384624808736,29.393875777827816,1.0,64.00000000000001,3.9999576983973384,5.895641654482932,6.92817786392917,81.408
0,21,,1257.4323591252323,4384.4197534781415,3976.547304773703,3976.547304773703,1257.4323591252323,1.0,64.00000000000001,3.9999576983973384,5.895495419830596,6.928072195591685,81.408
0,22,,6558.182576554827,6690.018835797673,8087.625246844254,6711.214609822491,6558.182576554827,1.0,64.00000000000001,3.9999576983973384,5.895479234891464,6.9280474970431385,81.408
0,23,,1951.0489437379874,2482.7018023643177,3605.154233810026,2504.0128548425855,1951.0489437379874,1.0,64.00000000000001,3.9999576983973384,5.895479234891464,6.9280474970431385,81.408
0,24,,3.999999886872274,682.0322369094356,944.5930118090473,686.7197157589544,3.999999886872274,2.0,128.00000000000003,3.9999576983973384,7.414014964620348,9.793621962626489,124.22400000000005
0,25,,1114.2998346258537,1176.0475899791345,469.8595432728325,469.8595432728325,1114.2998346258537,2.0,128.00000000000003,3.9999576983973384,10.271462837059026,11.9970483466039,162.81599999999997
0,26,,728.3954914782953,159.44905840115098,128.8099440444057,128.8099440444057,177.71887428352784,2.0,128.00000000000003,3.9999576983973384,7.415223606882244,9.793720231667523,124.22400000000002
0,27,,6550.009402417345,6679.465968773002,8074.604920693673,6700.719040964032,6550.009402417345,2.0,128.00000000000003,3.9999576983973384,7.415223670679588,9.79380664801191,124.22400000000002
0,28,,1591.502382325416,2151.2823877856135,1341.6049569059396,1341.6049569059396,1591.502382325416,2.0,128.00000000000003,3.9999576983973384,7.414182494091458,9.793851182527373,124.22400000000005
0,29,,261.0440503758582,1082.175572264532,3426.7723094671965,1082.175572264532,261.0440503758582,2.0,128.00000000000003,3.9999576983973384,7.415137287206882,9.793621962626489,124.22400000000002
0,30,,1953.626451722812,2454.9540285079274,3603.123104767292,2475.3537672950188,1953.626451722812,2.0,128.00000000000003,3.9999576983973384,7.787978931808957,11.99912250726003,162.81599999999997
0,31,,8232.42498881882,8559.598427382298,9289.324225392193,8582.413101976272,8232.42498881882,2.0,128.00000000000003,3.9999576983973384,7.414031161521443,9.793640388071681,124.22400000000005
0,32,,255.65600481058937,3656.6498238244094,1668.1150327713112,1668.1150327713112,255.65600481058937,3.0,192.00000000000006,3.9999576983973384,9.195997653836816,14.965314878112538,205.63199999999998
0,33,,1031.7363603462582,1264.1581861316808,548.2481242324866,548.2481242324866,1031.7363603462582,3.0,192.00000000000006,3.9999576983973384,8.934795339522255,13.263437082316393,167.04000000000002
0,34,,1142.5445336499251,1520.2684835458058,718.5207095972146,718.5207095972146,1142.5445336499251,3.0,192.00000000000006,3.9999576983973384,8.932550694349194,13.263437082316395,167.04000000000002
0,35,,7548.922894784482,7563.624421891291,8736.547897569835,7586.191713926382,7548.922894784482,3.0,192.00000000000006,4.000014541816199,8.9326344909834,13.263489034731197,167.04000000000002
0,36,,255.15487322991248,1075.2413572845398,3431.8904909014236,1075.2413572845398,255.15487322991248,3.0,192.00000000000006,3.9999576983973384,8.934795339522255,13.263437082316393,167.04000000000002
0,37,,884.3800287650083,2349.9310373154003,2467.374315529014,2349.9310373154003,884.3800287650083,3.0,192.00000000000006,3.9999576983973384,8.932550694349194,13.263437082316395,167.04000000000002
0,38,,874.6565072215162,1264.0063005164848,491.6095690532529,491.6095690532529,874.6565072215162,4.0,256.00000000000006,3.9999576983973384,11.359745112524203,20.375377691745015,287.0399999999999
0,39,,6551.630121975904,6766.881597286556,8190.371772798244,6786.519861634588,6551.630121975904,4.0,256.00000000000006,3.9999576983973384,10.451431702779669,16.900160756683135,209.85600000000002
0,40,,6931.552434252808,6836.463398940396,7858.142453187611,6860.228495497722,6836.463398940396,4.0,256.00000000000006,3.9999576983973384,10.45151291257538,16.900193965527812,209.85600000000002
0,41,,37.73592638367518,3115.486606475315,2890.5390081490623,2890.5390081490623,37.73592638367518,4.0,256.00000000000006,7.999915396794677,12.333438646360895,14.96484115126827,287.0399999999999
0,42,,249.51151544883032,1068.3370419428684,3437.028908592765,1068.3370419428684,249.51151544883032,4.0,256.00000000000006,3.9999576983973384,10.454453391837554,16.899303754239877,209.85600000000008
0,43,,6444.54621578916,6695.056072203442,8091.220479400363,6714.122264384059,6444.54621578916,4.0,256.00000000000006,3.9999576983973384,10.45108642407805,16.899303754239877,209.85600000000002
0,44,,6373.351880029077,6508.345450129127,7122.923307179008,6548.444616782945,6373.351880029077,5.0,320.00000000000006,3.9999576983973384,9.879448087573929,14.965438741102268,234.78400000000002
0,45,,7654.281944269314,8129.900379572064,8767.698091105558,8152.3148764972575,7654.281944269314,5.0,320.00000000000006,4.000014541816199,12.79836977463304,25.831150333462247,368.44799999999987
0,46,,6059.6448747674,6087.013389333151,6925.8103394531645,6110.506546974648,6059.6448747674,5.0,320.00000000000006,5.686043249884956,12.139385422817586,16.490902070622433,291.26400000000007
0,47,,6290.540113695897,6534.981821459951,7171.358447521925,6557.908363902243,6290.540113695897,6.0,384.0000000000001,4.00007138523506,10.862377411942948,17.4353909157204,272.864
0,48,,8677.036930748727,8684.547537995968,9785.407200979535,8707.390406925697,8677.036930748727,6.0,384.0000000000001,4.000014541816199,10.874862254260442,17.435463628822053,272.8639999999999
0,49,,8472.326044284273,8495.813744957559,9629.99456532998,8518.576578353532,8472.326044284273,6.0,384.0000000000001,7.129677177385937,13.499437295950148,23.567460472555766,411.26399999999984
0,50,,577.0822895101446,1776.508952389122,1143.4754014771897,1143.4754014771897,577.0822895101446,7.0,448.0000000000001,3.9999576983973384,15.007546590259361,28.2730063471053,338.3040000000001
0,51,,8657.250873511657,8668.631380714942,9776.118531590328,8691.316907061264,8657.250873511657,8.0,512.0000000000001,7.999972240213538,13.725107967310475,23.567453564359162,413.56799999999987
0,52,,7534.8430073063355,7551.133421657141,8724.779945623595,7573.716629849514,7534.8430073063355,9.0,576.0000000000001,3.9999576983973384,15.31280743923235,28.271233627730915,401.31200000000007
0,53,,7500.935225834837,7697.177352383733,9115.322427533101,7717.261723882984,7500.935225834837,10.0,640.0000000000001,4.0000145418162,17.640357467382895,37.728508084628075,559.904
0,54,,1128.007056649949,1564.6340898456401,769.5817316744069,769.5817316744069,1128.007056649949,11.0,704.0000000000001,4.000185072072782,14.60877197441857,23.567867030954737,459.58399999999983
0,55,,7751.880730211269,7789.130904711783,8982.798135548364,7811.725481587928,7751.880730211269,11.0,704.0000000000001,4.000014541816199,13.314394606209,21.76947110197715,442.7519999999999
0,56,,4726.135102828266,4823.479230253724,5526.4440561586525,4865.101800533012,4726.135102828266,11.0,704.0000000000001,4.000185072072782,12.99194459372926,20.375957835888563,439.072
0,57,,463.8103234810842,806.3150858106383,1757.1385342307622,837.3768309866136,463.8103234810842,17.0,1088.0000000000002,7.17183998808755,21.42832289784703,37.56856125638474,756.1279999999998
0,58,,724.2541073537723,152.8921131921379,105.29956995242173,105.29956995242173,173.71240801367094,19.0,1216.0000000000002,8.750314020322309,17.24077736030671,29.375508900629207,887.0080000000003
0,59,,400.9787915038032,1712.9763136836118,2912.4560114723863,1712.9763136836118,400.9787915038032,21.0,1344.0000000000002,7.999915396794677,20.915385310815378,35.77833623654287,873.7279999999998
0,60,,118.186292752398,1114.1848972329171,1637.896161810204,1118.463160310057,118.186292752398,26.0,1664.0000000000005,15.999830793589354,28.759084797522053,47.15256139378775,1460.5439999999985
0,61,,661.4045560127124,1970.230414372054,2145.492089766776,1980.6907403108198,661.4045560127124,31.0,1984.0000000000002,3.9999576983973393,19.13083425586782,34.40466249230182,1087.5839999999994
0,62,,260.7681039989984,1125.4225000811857,3373.700792508316,1125.4225000811857,260.7681039989984,34.0,2176.0000000000005,11.999873095192015,29.416836178606502,34.60575662196214,1320.6239999999993
0,63,,589.3589900551888,4937.222001899499,3024.3227229220793,3024.3227229220793,589.3589900551888,34.0,2176.0000000000005,8.00014277047012,20.275149976981602,37.94438915054995,1258.6879999999999
0,64,,446.44372110269614,1789.453449418943,1803.8668940789648,1797.2912473851466,446.44372110269614,37.0,2368.0000000000005,16.971026387847633,29.82601073710815,43.06961819358166,1779.631999999999
0,65,,5053.622771811206,6476.0852183098905,6538.101388287032,6493.115051853238,5053.622771811206,38.0,2432.0000000000005,8.000029083632398,24.45628616383163,38.66349898174457,1379.8560000000007
0,66,,673.6408408869465,737.6069106612704,399.05887661007,399.05887661007,673.6408408869465,45.0,2880.000000000001,22.627177703968748,42.874778066568695,48.96363931891517,3010.9439999999972
0,67,,724.6737254718028,3765.3940125892404,2116.5026282687904,2116.5026282687904,724.6737254718028,46.0,2944.0000000000005,10.174658228223866,28.140550694910942,45.60653462882542,2011.8719999999985
0,68,,925.6694966097712,932.6521421826328,347.3787444363552,347.3787444363552,925.6694966097712,49.0,3136.000000000001,11.999873095192015,29.01217484091375,45.60684216741593,1871.9679999999998
0,69,,7574.18138164212,7781.574822729453,9138.087079918478,7801.626452419441,7574.18138164212,59.0,3776.000000000001,8.0000290836324,28.396153125717806,44.72114861549191,2128.608000000001
0,70,,304.05263373722846,4501.736839301884,2603.9508611575,2603.9508611575,304.05263373722846,98.0,6272.000000000002,12.205583510381025,36.88627457051456,68.34894299951097,3806.560000000003
0,71,,994.6818408934632,1497.8811577748274,695.8850349292334,695.8850349292334,994.6818408934632,99.0,6336.000000000001,12.000100468867458,36.54253282848378,58.83931297380647,3274.5600000000018
0,72,,480.6329343409743,817.2343655132863,1769.5920178084634,847.6697530568345,480.6329343409743,102.0,6528.000000000002,9.938200185530683,34.221200398628,56.74923078786352,3327.056000000001
0,73,,8422.577593591996,8410.559530602768,9491.945093031973,8433.671609964222,8410.559530602768,103.0,6592.000000000001,11.999986782029737,33.49185850856571,55.73958892699626,3214.064
0,74,,5282.962774799671,5371.356564864982,6071.827556297649,5412.888640421443,5282.962774799671,124.0,7936.000000000001,12.000100468867458,32.16393628414092,57.685728651161384,3198.7039999999997
0,75,,2112.0908968441654,3007.4202186369803,3767.503130802652,3032.601625818643,2112.0908968441654,131.0,8384.000000000002,13.965311692616448,29.930317647915025,50.118456762571334,3143.9039999999995
0,76,,626.7886192290462,727.6922247001494,431.202977324574,431.202977324574,626.7886192290462,140.0,8960.000000000002,30.74183401120813,62.10579813214461,93.35404999193975,5358.0960000000105
0,77,,3.999999886872274,627.0438461797312,941.0972552359453,642.1713010240637,3.999999886872274,156.0,9984.000000000002,22.498438753174543,41.53485196509218,80.99260188206183,3970.7680000000023
0,78,,1154.4696008058963,121.91800635719119,1526.8319657479879,121.91800635719119,128.12493821456883,171.0,10944.000000000004,20.000015865662135,40.66478206122441,59.40355043864624,4416.816000000003
0,79,,992.9269708663924,1711.6308299591765,824.9799634540977,824.9799634540977,992.9269708663924,227.0,14528.000000000004,16.849664830479735,42.29240223503264,62.475923025555005,5595.520000000008
0,80,,6449.601642088965,6704.064162477152,8097.173122223467,6723.078968207119,6449.601642088965,270.0,17280.000000000004,15.999944480427075,56.17058623921708,104.99328388925454,7711.072000000026
0,81,,7990.036465344019,8165.015970007516,9536.39391809702,8185.383194359019,7990.036465344019,275.0,17600.000000000004,21.60746502049356,53.59785619000507,80.0351115516357,6164.464000000005
0,82,,8078.302926151082,8396.450539294165,9123.628842644393,8419.320693064947,8078.302926151082,278.0,17792.000000000004,13.071674809476121,45.29249986120159,85.8828636850044,6608.480000000011
0,83,,7482.046839868417,7501.669188059168,8679.561688040849,7524.362445110455,7482.046839868417,281.0,17984.000000000004,14.12104296582827,51.68641897080844,97.32184656702853,6946.24000000001
0,84,,1024.3827546219109,408.8227001375344,612.5879394858202,427.55118556669913,408.8227001375344,295.0,18880.000000000007,20.30973854821706,45.87136418980389,64.06454186941015,5528.576000000008
0,85,,1262.1885616681539,4393.314611661481,3985.208422818687,3985.208422818687,1262.1885616681539,318.0,20352.000000000004,20.791250512905574,65.87782974554909,114.82292259974417,7986.208000000007
0,86,,7509.902843594318,7487.681614293251,8378.665370400995,7511.27345210989,7487.681614293251,329.0,21056.000000000004,17.29711420097567,61.710834293513415,115.42702478575596,8720.191999999997
0,87,,493.83396572011407,3820.869096671231,3538.383907653042,3538.383907653042,493.83396572011407,352.0,22528.000000000004,12.00010046886746,67.55261430208091,149.7716764726604,9771.360000000015
0,88,,6297.313575487351,6561.124337167712,7192.131306510419,6584.059519809671,6297.313575487351,367.0,23488.000000000004,19.489351966242886,47.66180226624556,90.86733129923016,7229.120000000002
0,89,,922.613651255233,2252.042577310931,2226.4375729719177,2226.4375729719177,922.613651255233,368.0,23552.000000000004,21.470172466836097,58.44729509748367,83.55964261886618,8963.455999999984
0,90,,357.0098101590702,1542.4966477439739,765.8929348508536,765.8929348508536,357.0098101590702,383.0,24512.000000000004,17.175269145440577,74.05854817457549,103.06792574889278,9616.09599999995
0,91,,404.37606685372884,670.5937494189129,500.8952257412602,500.8952257412602,404.37606685372884,431.0,27584.000000000004,16.323692544913815,50.7350932454137,112.70699515022203,9302.944000000025
0,92,,7678.987458348274,7687.838660785928,8843.529940349981,7710.606951150112,7678.987458348274,470.0,30080.00000000001,15.290648251112703,59.54810989854289,123.46994499697408,10674.352000000004
0,93,,163.99999935856613,1529.5332786990912,1301.4577007197659,1301.4577007197659,163.99999935856613,478.0,30592.000000000007,24.348922235714053,60.78614620044983,99.35801527388618,10006.09599999998
0,94,,642.2211527024047,954.0733572066529,506.3595835963497,506.3595835963497,642.2211527024047,482.0,30848.000000000007,20.000015865662135,48.217762488569164,80.87355719741146,7431.184000000034
